time,open,high,low,close
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
2024-01-01T00:00:00Z,100.0,100.5,99.5,100.0
2024-01-01T00:00:00Z,102.0,102.5,101.5,102.0
